date,demanda,es_fin_de_semana,is_feb_29,mes_sin,mes_cos,dia_sin,dia_cos,dia_de_semana_sin,dia_de_semana_cos,flg_despues_llegada_competencia,anio,mes,dia,q1,q3,iqr,lower_bound,upper_bound,is_outlier_low,is_outlier_high
2021-01-12,102.0,0,False,0.49999999999999994,0.8660254037844387,0.6513724827222223,-0.758758122692791,0.7818314824680298,0.6234898018587336,0,2021,1,12,98.0,122.5,24.5,61.25,159.25,False,False
2021-01-13,107.0,0,False,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,0.9749279121818236,-0.22252093395631434,0,2021,1,13,98.0,122.5,24.5,61.25,159.25,False,False
2021-01-14,125.0,0,False,0.49999999999999994,0.8660254037844387,0.29936312297335804,-0.9541392564000488,0.43388373911755823,-0.900968867902419,0,2021,1,14,98.0,122.5,24.5,61.25,159.25,False,False
2021-01-15,125.0,0,False,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,-0.433883739117558,-0.9009688679024191,0,2021,1,15,98.0,122.5,24.5,61.25,159.25,False,False
2021-01-16,133.0,1,False,0.49999999999999994,0.8660254037844387,-0.10116832198743204,-0.9948693233918952,-0.9749279121818236,-0.2225209339563146,0,2021,1,16,98.0,122.5,24.5,61.25,159.25,False,False
2021-01-17,126.0,1,False,0.49999999999999994,0.8660254037844387,-0.2993631229733582,-0.9541392564000488,-0.7818314824680299,0.6234898018587334,0,2021,1,17,98.0,122.5,24.5,61.25,159.25,False,False
2021-01-18,80.0,0,False,0.49999999999999994,0.8660254037844387,-0.4853019625310808,-0.8743466161445822,0.0,1.0,0,2021,1,18,98.0,122.5,24.5,61.25,159.25,False,False
2021-01-19,96.0,0,False,0.49999999999999994,0.8660254037844387,-0.651372482722222,-0.7587581226927911,0.7818314824680298,0.6234898018587336,0,2021,1,19,98.0,122.5,24.5,61.25,159.25,False,False
2021-01-20,108.0,0,False,0.49999999999999994,0.8660254037844387,-0.7907757369376986,-0.6121059825476627,0.9749279121818236,-0.22252093395631434,0,2021,1,20,98.0,122.5,24.5,61.25,159.25,False,False
2021-01-21,96.0,0,False,0.49999999999999994,0.8660254037844387,-0.8978045395707417,-0.44039415155763423,0.43388373911755823,-0.900968867902419,0,2021,1,21,98.0,122.5,24.5,61.25,159.25,False,False
2021-01-22,107.0,0,False,0.49999999999999994,0.8660254037844387,-0.9680771188662041,-0.2506525322587213,-0.433883739117558,-0.9009688679024191,0,2021,1,22,98.0,122.5,24.5,61.25,159.25,False,False
2021-01-23,96.0,1,False,0.49999999999999994,0.8660254037844387,-0.9987165071710528,-0.05064916883871355,-0.9749279121818236,-0.2225209339563146,0,2021,1,23,98.0,122.5,24.5,61.25,159.25,False,False
2021-01-24,101.0,1,False,0.49999999999999994,0.8660254037844387,-0.9884683243281114,0.15142777750457667,-0.7818314824680299,0.6234898018587334,0,2021,1,24,98.0,122.5,24.5,61.25,159.25,False,False
2021-01-25,79.0,0,False,0.49999999999999994,0.8660254037844387,-0.9377521321470804,0.3473052528448203,0.0,1.0,0,2021,1,25,98.0,122.5,24.5,61.25,159.25,False,False
2021-01-26,85.0,0,False,0.49999999999999994,0.8660254037844387,-0.8486442574947509,0.5289640103269624,0.7818314824680298,0.6234898018587336,0,2021,1,26,98.0,122.5,24.5,61.25,159.25,False,False
2021-01-27,78.0,0,False,0.49999999999999994,0.8660254037844387,-0.72479278722912,0.6889669190756865,0.9749279121818236,-0.22252093395631434,0,2021,1,27,98.0,122.5,24.5,61.25,159.25,False,False
2021-01-28,83.0,0,False,0.49999999999999994,0.8660254037844387,-0.5712682150947924,0.8207634412072763,0.43388373911755823,-0.900968867902419,0,2021,1,28,98.0,122.5,24.5,61.25,159.25,False,False
2021-01-29,117.0,0,False,0.49999999999999994,0.8660254037844387,-0.3943558551133187,0.9189578116202306,-0.433883739117558,-0.9009688679024191,0,2021,1,29,98.0,122.5,24.5,61.25,159.25,False,False
2021-01-30,116.0,1,False,0.49999999999999994,0.8660254037844387,-0.20129852008866114,0.9795299412524943,-0.9749279121818236,-0.2225209339563146,0,2021,1,30,98.0,122.5,24.5,61.25,159.25,False,False
2021-01-31,112.0,1,False,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,0,2021,1,31,98.0,122.5,24.5,61.25,159.25,False,False
2021-02-01,111.0,0,False,0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945,0.0,1.0,0,2021,2,1,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-02,96.0,0,False,0.8660254037844386,0.5000000000000001,0.39435585511331855,0.9189578116202306,0.7818314824680298,0.6234898018587336,0,2021,2,2,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-03,86.0,0,False,0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763,0.9749279121818236,-0.22252093395631434,0,2021,2,3,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-04,86.0,0,False,0.8660254037844386,0.5000000000000001,0.72479278722912,0.6889669190756866,0.43388373911755823,-0.900968867902419,0,2021,2,4,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-05,82.0,0,False,0.8660254037844386,0.5000000000000001,0.8486442574947509,0.5289640103269624,-0.433883739117558,-0.9009688679024191,0,2021,2,5,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-06,83.0,1,False,0.8660254037844386,0.5000000000000001,0.9377521321470804,0.3473052528448203,-0.9749279121818236,-0.2225209339563146,0,2021,2,6,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-07,89.0,1,False,0.8660254037844386,0.5000000000000001,0.9884683243281114,0.1514277775045767,-0.7818314824680299,0.6234898018587334,0,2021,2,7,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-08,81.0,0,False,0.8660254037844386,0.5000000000000001,0.9987165071710528,-0.05064916883871264,0.0,1.0,0,2021,2,8,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-09,70.0,0,False,0.8660254037844386,0.5000000000000001,0.9680771188662043,-0.2506525322587204,0.7818314824680298,0.6234898018587336,0,2021,2,9,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-10,86.0,0,False,0.8660254037844386,0.5000000000000001,0.8978045395707416,-0.4403941515576344,0.9749279121818236,-0.22252093395631434,0,2021,2,10,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-11,76.0,0,False,0.8660254037844386,0.5000000000000001,0.7907757369376989,-0.6121059825476626,0.43388373911755823,-0.900968867902419,0,2021,2,11,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-12,86.0,0,False,0.8660254037844386,0.5000000000000001,0.6513724827222223,-0.758758122692791,-0.433883739117558,-0.9009688679024191,0,2021,2,12,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-13,86.0,1,False,0.8660254037844386,0.5000000000000001,0.48530196253108104,-0.8743466161445821,-0.9749279121818236,-0.2225209339563146,0,2021,2,13,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-14,110.0,1,False,0.8660254037844386,0.5000000000000001,0.29936312297335804,-0.9541392564000488,-0.7818314824680299,0.6234898018587334,0,2021,2,14,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-15,72.0,0,False,0.8660254037844386,0.5000000000000001,0.10116832198743272,-0.994869323391895,0.0,1.0,0,2021,2,15,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-16,76.0,0,False,0.8660254037844386,0.5000000000000001,-0.10116832198743204,-0.9948693233918952,0.7818314824680298,0.6234898018587336,0,2021,2,16,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-17,82.0,0,False,0.8660254037844386,0.5000000000000001,-0.2993631229733582,-0.9541392564000488,0.9749279121818236,-0.22252093395631434,0,2021,2,17,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-18,104.0,0,False,0.8660254037844386,0.5000000000000001,-0.4853019625310808,-0.8743466161445822,0.43388373911755823,-0.900968867902419,0,2021,2,18,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-19,100.0,0,False,0.8660254037844386,0.5000000000000001,-0.651372482722222,-0.7587581226927911,-0.433883739117558,-0.9009688679024191,0,2021,2,19,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-20,78.0,1,False,0.8660254037844386,0.5000000000000001,-0.7907757369376986,-0.6121059825476627,-0.9749279121818236,-0.2225209339563146,0,2021,2,20,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-21,97.0,1,False,0.8660254037844386,0.5000000000000001,-0.8978045395707417,-0.44039415155763423,-0.7818314824680299,0.6234898018587334,0,2021,2,21,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-22,62.0,0,False,0.8660254037844386,0.5000000000000001,-0.9680771188662041,-0.2506525322587213,0.0,1.0,0,2021,2,22,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-23,64.0,0,False,0.8660254037844386,0.5000000000000001,-0.9987165071710528,-0.05064916883871355,0.7818314824680298,0.6234898018587336,0,2021,2,23,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-24,66.0,0,False,0.8660254037844386,0.5000000000000001,-0.9884683243281114,0.15142777750457667,0.9749279121818236,-0.22252093395631434,0,2021,2,24,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-25,61.0,0,False,0.8660254037844386,0.5000000000000001,-0.9377521321470804,0.3473052528448203,0.43388373911755823,-0.900968867902419,0,2021,2,25,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-26,90.0,0,False,0.8660254037844386,0.5000000000000001,-0.8486442574947509,0.5289640103269624,-0.433883739117558,-0.9009688679024191,0,2021,2,26,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-27,94.0,1,False,0.8660254037844386,0.5000000000000001,-0.72479278722912,0.6889669190756865,-0.9749279121818236,-0.2225209339563146,0,2021,2,27,76.0,94.5,18.5,48.25,122.25,False,False
2021-02-28,108.0,1,False,0.8660254037844386,0.5000000000000001,-0.5712682150947924,0.8207634412072763,-0.7818314824680299,0.6234898018587334,0,2021,2,28,76.0,94.5,18.5,48.25,122.25,False,False
2021-03-01,70.0,0,False,1.0,6.123233995736766e-17,0.20129852008866006,0.9795299412524945,0.0,1.0,0,2021,3,1,60.0,78.5,18.5,32.25,106.25,False,False
2021-03-02,69.0,0,False,1.0,6.123233995736766e-17,0.39435585511331855,0.9189578116202306,0.7818314824680298,0.6234898018587336,0,2021,3,2,60.0,78.5,18.5,32.25,106.25,False,False
2021-03-03,79.0,0,False,1.0,6.123233995736766e-17,0.5712682150947923,0.8207634412072763,0.9749279121818236,-0.22252093395631434,0,2021,3,3,60.0,78.5,18.5,32.25,106.25,False,False
2021-03-04,78.0,0,False,1.0,6.123233995736766e-17,0.72479278722912,0.6889669190756866,0.43388373911755823,-0.900968867902419,0,2021,3,4,60.0,78.5,18.5,32.25,106.25,False,False
2021-03-05,64.0,0,False,1.0,6.123233995736766e-17,0.8486442574947509,0.5289640103269624,-0.433883739117558,-0.9009688679024191,0,2021,3,5,60.0,78.5,18.5,32.25,106.25,False,False
2021-03-06,72.0,1,False,1.0,6.123233995736766e-17,0.9377521321470804,0.3473052528448203,-0.9749279121818236,-0.2225209339563146,0,2021,3,6,60.0,78.5,18.5,32.25,106.25,False,False
2021-03-07,72.0,1,False,1.0,6.123233995736766e-17,0.9884683243281114,0.1514277775045767,-0.7818314824680299,0.6234898018587334,0,2021,3,7,60.0,78.5,18.5,32.25,106.25,False,False
2021-03-08,52.0,0,False,1.0,6.123233995736766e-17,0.9987165071710528,-0.05064916883871264,0.0,1.0,0,2021,3,8,60.0,78.5,18.5,32.25,106.25,False,False
2021-03-09,57.0,0,False,1.0,6.123233995736766e-17,0.9680771188662043,-0.2506525322587204,0.7818314824680298,0.6234898018587336,0,2021,3,9,60.0,78.5,18.5,32.25,106.25,False,False
2021-03-10,68.0,0,False,1.0,6.123233995736766e-17,0.8978045395707416,-0.4403941515576344,0.9749279121818236,-0.22252093395631434,0,2021,3,10,60.0,78.5,18.5,32.25,106.25,False,False
2021-03-11,70.0,0,False,1.0,6.123233995736766e-17,0.7907757369376989,-0.6121059825476626,0.43388373911755823,-0.900968867902419,0,2021,3,11,60.0,78.5,18.5,32.25,106.25,False,False
2021-03-12,79.0,0,False,1.0,6.123233995736766e-17,0.6513724827222223,-0.758758122692791,-0.433883739117558,-0.9009688679024191,0,2021,3,12,60.0,78.5,18.5,32.25,106.25,False,False
2021-03-13,57.0,1,False,1.0,6.123233995736766e-17,0.48530196253108104,-0.8743466161445821,-0.9749279121818236,-0.2225209339563146,0,2021,3,13,60.0,78.5,18.5,32.25,106.25,False,False
2021-03-14,85.0,1,False,1.0,6.123233995736766e-17,0.29936312297335804,-0.9541392564000488,-0.7818314824680299,0.6234898018587334,0,2021,3,14,60.0,78.5,18.5,32.25,106.25,False,False
2021-03-15,59.0,0,False,1.0,6.123233995736766e-17,0.10116832198743272,-0.994869323391895,0.0,1.0,0,2021,3,15,60.0,78.5,18.5,32.25,106.25,False,False
2021-03-16,77.0,0,False,1.0,6.123233995736766e-17,-0.10116832198743204,-0.9948693233918952,0.7818314824680298,0.6234898018587336,0,2021,3,16,60.0,78.5,18.5,32.25,106.25,False,False
2021-03-17,70.0,0,False,1.0,6.123233995736766e-17,-0.2993631229733582,-0.9541392564000488,0.9749279121818236,-0.22252093395631434,0,2021,3,17,60.0,78.5,18.5,32.25,106.25,False,False
